batch_id,config_local,ro_count,target_ro_lut_pct,timing_status,wns,lut_count,ff_count,bram_count,dsp_count,bin_exists,bin_path
STAND_FP09,7,71720,16.5,FAIL,-2.982,224056,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096/part1/S033_STAND_FP09_c07_ro_71720/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP09,8,78240,18.0,FAIL,-3.386,243616,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096/part1/S034_STAND_FP09_c08_ro_78240/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP09,9,84760,19.5,FAIL,-3.693,263176,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096/part1/S035_STAND_FP09_c09_ro_84760/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP09,10,91280,21.0,FAIL,-2.91,282736,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096/part1/S036_STAND_FP09_c10_ro_91280/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP09,11,97800,22.5,FAIL,-4.006,302296,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096/part1/S037_STAND_FP09_c11_ro_97800/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP09,12,108666,25.0,FAIL,-0.896,334894,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096/part1/S038_STAND_FP09_c12_ro_108666/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP10,0,26080,6.0,PASS,0.036,87136,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs/part2/S039_STAND_FP10_c00_ro_26080/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP10,1,32600,7.5,PASS,0.033,106696,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs/part2/S040_STAND_FP10_c01_ro_32600/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP10,2,39120,9.0,PASS,0.044,126256,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs/part2/S041_STAND_FP10_c02_ro_39120/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP10,3,45640,10.5,FAIL,-0.242,145816,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs/part2/S042_STAND_FP10_c03_ro_45640/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP10,4,52160,12.0,PASS,0.044,165376,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs/part2/S043_STAND_FP10_c04_ro_52160/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP10,5,58680,13.5,FAIL,-0.196,184936,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs/part2/S044_STAND_FP10_c05_ro_58680/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP10,6,65200,15.0,FAIL,-0.294,204496,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs/part2/S045_STAND_FP10_c06_ro_65200/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP10,7,71720,16.5,PASS,0.028,224056,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096/part2/S046_STAND_FP10_c07_ro_71720/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP10,8,78240,18.0,PASS,0.038,243616,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096/part2/S047_STAND_FP10_c08_ro_78240/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP10,9,84760,19.5,FAIL,-0.27,263176,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096/part2/S048_STAND_FP10_c09_ro_84760/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP10,10,91280,21.0,FAIL,-0.242,282736,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096/part2/S049_STAND_FP10_c10_ro_91280/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP10,11,97800,22.5,FAIL,-0.23,302296,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096/part2/S050_STAND_FP10_c11_ro_97800/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP10,12,108666,25.0,FAIL,-0.002,334894,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096/part2/S051_STAND_FP10_c12_ro_108666/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP04,0,26080,6.0,PASS,0.025,87136,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S052_STAND_FP04_c00_ro_26080/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP04,1,32600,7.5,FAIL,-0.322,106696,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S053_STAND_FP04_c01_ro_32600/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP04,2,39120,9.0,FAIL,-0.106,126256,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S054_STAND_FP04_c02_ro_39120/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP04,3,45640,10.5,FAIL,-0.39,145816,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S055_STAND_FP04_c03_ro_45640/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP04,4,52160,12.0,FAIL,-0.23,165376,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S056_STAND_FP04_c04_ro_52160/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP04,5,58680,13.5,FAIL,-0.238,184936,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S057_STAND_FP04_c05_ro_58680/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP04,6,65200,15.0,FAIL,-0.288,204496,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S058_STAND_FP04_c06_ro_65200/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP04,7,71720,16.5,FAIL,-0.314,224056,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S059_STAND_FP04_c07_ro_71720/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP04,8,78240,18.0,FAIL,-0.197,243616,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S060_STAND_FP04_c08_ro_78240/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP04,9,84760,19.5,FAIL,-0.221,263176,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S061_STAND_FP04_c09_ro_84760/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP04,10,91280,21.0,FAIL,-0.138,282736,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S062_STAND_FP04_c10_ro_91280/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP04,11,97800,22.5,FAIL,-0.197,302296,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S063_STAND_FP04_c11_ro_97800/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP04,12,108666,25.0,FAIL,-0.197,334894,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S064_STAND_FP04_c12_ro_108666/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP14,0,26080,6.0,PASS,0.044,87136,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S065_STAND_FP14_c00_ro_26080/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP14,1,32600,7.5,FAIL,-1.621,106696,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S066_STAND_FP14_c01_ro_32600/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP14,2,39120,9.0,FAIL,-0.974,126256,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S067_STAND_FP14_c02_ro_39120/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP14,3,45640,10.5,FAIL,-1.778,145816,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S068_STAND_FP14_c03_ro_45640/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP14,4,52160,12.0,FAIL,-1.609,165376,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S069_STAND_FP14_c04_ro_52160/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP14,5,58680,13.5,FAIL,-2.229,184936,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S070_STAND_FP14_c05_ro_58680/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP14,6,65200,15.0,FAIL,-1.714,204496,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S071_STAND_FP14_c06_ro_65200/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP14,7,71720,16.5,FAIL,-0.604,224056,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S072_STAND_FP14_c07_ro_71720/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP14,8,78240,18.0,FAIL,-1.289,243616,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S073_STAND_FP14_c08_ro_78240/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP14,9,84760,19.5,FAIL,-1.656,263176,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S074_STAND_FP14_c09_ro_84760/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP14,10,91280,21.0,FAIL,-2.365,282736,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S075_STAND_FP14_c10_ro_91280/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP14,11,97800,22.5,FAIL,-1.089,302296,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S076_STAND_FP14_c11_ro_97800/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP14,12,108666,25.0,FAIL,-2.945,334894,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it4_big_ro/jobs_banked4096_fp04_salvage/part2/S077_STAND_FP14_c12_ro_108666/build_hw/bitstreams/config_0/vfpga_c0_0.bin
